,Admission Date,Company Name,Ticker,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
200,18/07/1994,3I GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"7,708.66"
201,29/05/2002,INTERTEK GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"7,627.44"
202,05/07/1982,ANTOFAGASTA PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,"7,620.67"
203,18/01/1972,HALMA PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"7,292.99"
204,21/06/2005,RENTOKIL INITIAL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"7,191.10"
205,30/09/1959,SCHRODERS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"6,812.32"
206,19/11/2008,WPP PLC,,Consumer Discretionary,Media,Jersey,Europe,MAIN MARKET,No,"6,756.46"
207,03/07/2007,MONDI PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,"6,705.50"
208,20/05/1987,ROLLS-ROYCE HOLDINGS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"6,576.97"
209,18/05/2007,HARGREAVES LANSDOWN PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"6,574.06"
210,28/09/2004,ADMIRAL GROUP PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"6,557.04"
211,02/11/2011,POLYMETAL INTERNATIONAL PLC,,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET,No,"6,488.94"
212,10/06/2013,SAGE GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"6,453.86"
213,27/06/2005,INTERCONTINENTAL HOTELS GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"6,421.28"
214,29/04/2013,COCA-COLA HBC AG,,Consumer Staples,"Food, Beverage and Tobacco",Switzerland,Europe,MAIN MARKET,Yes,"6,315.62"
215,02/05/2017,PERSHING SQUARE HOLDINGS LTD,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,"6,162.78"
216,28/07/2008,UNITED UTILITIES GROUP PLC,,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET,No,"6,156.09"
217,29/04/1985,PERSIMMON PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"6,112.21"
218,03/06/2013,SPIRAX-SARCO ENGINEERING PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"6,014.88"
219,07/12/2000,FLUTTER ENTERTAINMENT PLC,,Consumer Discretionary,Travel and Leisure,Ireland,Europe,MAIN MARKET,Yes,"5,710.62"
220,05/12/1996,AVEVA GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"5,643.15"
221,30/05/2014,INFORMA PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,"5,540.46"
222,10/06/1964,CRODA INTERNATIONAL PLC,,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET,No,"5,496.23"
223,20/06/1957,BUNZL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"5,488.12"
224,20/03/2007,SMURFIT KAPPA GROUP PLC,,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET,Yes,"5,462.83"
225,12/12/1989,SEVERN TRENT PLC,,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET,No,"5,425.34"
226,25/11/2002,NEXT PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"5,413.69"
227,18/07/2002,BURBERRY GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"5,360.31"
228,10/07/2006,STANDARD LIFE ABERDEEN PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"5,145.76"
229,19/05/1994,DCC PLC,,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET,Yes,"5,018.47"
230,04/11/2005,HIKMA PHARMACEUTICALS PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,"4,931.40"
231,14/05/2008,FRESNILLO PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,"4,913.61"
232,20/12/1950,SMITHS GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"4,857.48"
233,11/07/1975,SAINSBURY (J) PLC,LON_SBRY,Consumer Staples,"Personal Care, Drug and Grocery Stores",United Kingdom,Europe,MAIN MARKET,No,"4,656.17"
234,12/12/1989,PENNON GROUP PLC,,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET,No,"4,570.15"
235,16/12/1985,BERKELEY GROUP HOLDINGS (THE) PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"4,544.31"
236,13/12/2018,PHOENIX GROUP HOLDINGS PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"4,521.05"
237,29/11/1968,BARRATT DEVELOPMENTS PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"4,490.67"
238,13/10/1993,RSA INSURANCE GROUP PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"4,481.50"
239,22/10/1996,JD SPORTS FASHION PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"4,454.49"
240,31/08/2016,MELROSE INDUSTRIES PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"4,445.30"
241,26/05/2015,SOUTH32 LIMITED,,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET,Yes,"4,415.75"
242,05/11/2008,RICOH CO LTD,,Technology,Technology,Japan,Asia,ADMISSION TO TRADING ONLY,Yes,"4,340.63"
243,30/11/1972,MORRISON (WM) SUPERMARKETS PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",United Kingdom,Europe,MAIN MARKET,No,"4,280.96"
244,24/01/2011,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.,,Consumer Discretionary,Travel and Leisure,Spain,Europe,MAIN MARKET,Yes,"4,270.18"
245,15/03/2006,RIGHTMOVE PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"4,255.49"
246,13/08/1969,PEARSON PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,"4,157.79"
247,02/08/1955,LAND SECURITIES GROUP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"4,128.53"
248,09/07/1948,WHITBREAD PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"4,076.78"
249,27/08/1996,ST. JAMES'S PLACE PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"4,066.14"
250,16/10/2012,DIRECT LINE INSURANCE GROUP PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"4,037.71"
251,24/03/2015,AUTO TRADER GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"4,032.91"
252,10/05/2018,AVAST PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"3,966.79"
253,22/01/1990,MANDARIN ORIENTAL INTERNATIONAL LD,,Consumer Discretionary,Travel and Leisure,Bermuda,North America,MAIN MARKET,Yes,"3,891.59"
254,07/03/1947,TAYLOR WIMPEY PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"3,858.38"
255,02/07/2012,SMITH (DS) PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"3,779.62"
256,26/10/2016,CONVATEC GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,"3,699.25"
257,13/08/1984,DERWENT LONDON PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"3,655.09"
258,27/09/1999,KONAMI HOLDINGS CORPORATION,,Consumer Discretionary,Consumer Products and Services,Japan,Asia,MAIN MARKET,Yes,"3,543.04"
259,02/08/2010,HOMESERVE PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"3,540.43"
260,06/08/2012,JOHNSON MATTHEY PLC,,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET,No,"3,479.73"
261,08/06/2005,EVRAZ PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,"3,362.62"
262,15/12/2004,AIR CHINA LD,,Consumer Discretionary,Travel and Leisure,China,Asia,MAIN MARKET,Yes,"3,316.96"
263,20/03/2013,GVC HOLDINGS PLC,,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,MAIN MARKET,No,"3,269.20"
264,20/03/1951,BRITISH LAND COMPANY PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"3,115.47"
265,21/03/1952,F&C INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"3,091.61"
266,09/12/1938,TATE & LYLE PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,"3,075.05"
267,01/04/1972,HOWDEN JOINERY GROUP PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"3,055.86"
268,24/11/1982,KINGFISHER PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"3,036.47"
269,01/04/2019,HICL INFRASTRUCTURE PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"3,015.37"
270,21/10/2019,M&G PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,927.50"
271,11/04/2000,UNITE GROUP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"2,914.22"
272,29/11/1988,SPECTRIS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,851.93"
273,01/08/1988,RIT CAPITAL PARTNERS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,832.68"
274,17/06/2014,B&M EUROPEAN VALUE RETAIL S.A.,,Consumer Discretionary,Retail,Luxembourg,Europe,MAIN MARKET,Yes,"2,759.61"
275,12/12/2006,HISCOX LTD,,Financials,Insurance,Bermuda,North America,MAIN MARKET,Yes,"2,669.41"
276,17/05/1979,BELLWAY PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"2,658.94"
277,02/02/2004,ITV PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,"2,657.58"
278,01/06/1994,INTERMEDIATE CAPITAL GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,603.85"
279,04/05/2005,IG GROUP HOLDINGS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,557.26"
280,17/10/2006,ASHMORE GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,543.06"
281,09/11/2006,INTERNATIONAL PUBLIC PARTNERSHIPS LD,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,"2,512.84"
282,10/05/1988,GLANBIA PLC,,Consumer Staples,"Food, Beverage and Tobacco",Ireland,Europe,MAIN MARKET,Yes,"2,476.98"
283,26/06/2018,OLD MUTUAL LIMITED,,Financials,Insurance,South Africa,Africa,MAIN MARKET,Yes,"2,455.04"
284,21/09/2000,DECHRA PHARMACEUTICALS PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,"2,419.44"
285,11/12/2017,AIB GROUP PLC,,Financials,Banks,Ireland,Europe,MAIN MARKET,Yes,"2,411.60"
286,03/11/2005,ABCAM PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,"2,356.09"
287,01/06/1967,ELECTROCOMPONENTS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,303.84"
288,16/11/1984,RENISHAW PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,303.03"
289,22/11/2000,EASYJET PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"2,268.06"
290,28/04/1947,MEGGITT PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,257.28"
291,14/03/2014,BOOHOO GROUP PLC,,Consumer Discretionary,Retail,Jersey,Europe,AIM,No,"2,228.61"
292,19/09/1986,TRAVIS PERKINS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,225.42"
293,17/02/1997,CENTRICA PLC,,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET,No,"2,216.49"
294,13/04/2018,QUILTER PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,214.67"
295,13/03/2007,3I INFRASTRUCTURE PLC,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,"2,206.30"
296,17/12/2014,TUI AG,,Consumer Discretionary,Travel and Leisure,Germany,Europe,MAIN MARKET,Yes,"2,136.97"
297,12/11/2007,GENUS PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,"2,121.60"
298,17/07/1947,ALLIANCE TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,112.60"
299,19/05/2006,HUTCHISON CHINA MEDITECH LIMITED,,Health Care,Health Care,Cayman Islands,North America,AIM,Yes,"2,099.35"
300,29/07/2013,THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,"2,098.07"
301,16/12/1996,POLAR CAPITAL TECHNOLOGY TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,095.70"
302,12/11/2002,BEAZLEY PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"2,069.94"
303,13/11/2015,SOFTCAT PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"2,060.21"
304,27/03/2013,GREENCOAT UK WIND PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"2,052.14"
305,09/03/1966,IMI PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"2,034.50"
306,28/01/2015,ASSURA PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"2,015.06"
307,15/02/2016,MEDICLINIC INTERNATIONAL PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,"1,986.13"
308,02/03/2015,WIZZ AIR HOLDINGS PLC,,Consumer Discretionary,Travel and Leisure,Jersey,Europe,MAIN MARKET,No,"1,970.07"
309,05/11/1998,PRIMARY HEALTH PROPERTIES PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,954.45"
310,10/04/2019,NETWORK INTERNATIONAL HOLDINGS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,947.50"
311,14/08/1989,BABCOCK INTERNATIONAL GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,937.45"
312,19/03/2002,MARKS AND SPENCER GROUP PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"1,935.24"
313,13/07/1993,CRANSWICK PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,"1,930.52"
314,09/12/2013,TRITAX BIG BOX REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,915.23"
315,19/12/2006,TP ICAP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,906.33"
316,20/10/1987,SHAFTESBURY PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,898.30"
317,23/07/1968,ROTORK PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,877.08"
318,06/11/2012,MAN GROUP PLC,,Financials,Financial Services,Jersey,Europe,MAIN MARKET,No,"1,875.22"
319,25/01/1946,WEIR GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,871.80"
320,14/12/2005,BRITVIC PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,"1,871.43"
321,15/02/2006,QINETIQ GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,828.84"
322,12/06/1960,DIPLOMA PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,827.69"
323,29/01/1952,MONKS INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,808.44"
324,23/10/2000,CARNIVAL PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"1,791.42"
325,21/02/1984,GRAINGER PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,745.98"
326,01/05/1959,GREAT PORTLAND ESTATES PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,729.35"
327,11/07/1986,NATIONWIDE BUILDING SOCIETY,,Financials,Banks,United Kingdom,Europe,MAIN MARKET,No,"1,722"
328,24/07/1962,CLOSE BROTHERS GROUP PLC,,Financials,Banks,United Kingdom,Europe,MAIN MARKET,No,"1,712.98"
329,21/12/1995,VICTREX PLC,,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET,No,"1,704.95"
330,31/10/1958,INCHCAPE PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"1,703.66"
331,26/10/1989,HAYS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,690.21"
332,07/06/2002,BIG YELLOW GROUP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,678.07"
333,17/02/2015,JOHN LAING GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,674.23"
334,12/10/2005,KAZ MINERALS PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,"1,659.20"
335,10/07/2017,BANK OF IRELAND GROUP PLC,,Financials,Banks,Ireland,Europe,MAIN MARKET,Yes,"1,645.84"
336,15/07/2014,SSP GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"1,641.61"
337,21/06/2019,TRAINLINE PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"1,634.31"
338,27/04/1984,GREGGS PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",United Kingdom,Europe,MAIN MARKET,No,"1,632.66"
339,29/05/1998,COMPUTACENTER PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"1,632.22"
340,31/07/2007,MONEYSUPERMARKET.COM GROUP PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"1,630.81"
341,28/06/1945,BALFOUR BEATTY PLC,,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET,No,"1,605.82"
342,25/03/1953,FINSBURY GROWTH & INCOME TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,601.75"
343,19/06/1989,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,593.93"
344,05/03/1992,UDG HEALTHCARE PUBLIC LIMITED COMPANY,,Health Care,Health Care,Ireland,Europe,MAIN MARKET,Yes,"1,581.68"
345,21/03/1997,DATANG INTERNATIONAL POWER GENERATION COMPANY LD,,Utilities,Utilities,China,Asia,MAIN MARKET,Yes,"1,569.04"
346,28/04/1995,WORLDWIDE HEALTHCARE TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,564.95"
347,03/03/2015,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,"1,555.39"
348,28/06/2019,AIRTEL AFRICA PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET,No,"1,545.35"
349,12/05/1988,SERCO GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,503.53"
350,19/12/2016,IWG PLC,,Industrials,Industrial Goods and Services,Jersey,Europe,MAIN MARKET,No,"1,502.02"
351,01/10/2010,LONDONMETRIC PROPERTY PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,480.20"
352,25/07/2013,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,,Real Estate,Real Estate,Guernsey,Europe,AIM,No,"1,443.86"
353,27/02/2018,INTEGRAFIN HOLDINGS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,442.91"
354,11/11/1932,DAILY MAIL & GENERAL TRUST PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,"1,435.25"
355,20/07/2004,G4S PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,432.12"
356,24/10/2006,DUNELM GROUP PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"1,428.80"
357,03/10/1996,ULTRA ELECTRONICS HOLDINGS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,424.95"
358,06/10/1994,GAMES WORKSHOP GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"1,414.82"
359,07/11/2014,FEVERTREE DRINKS PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,AIM,No,"1,407.46"
360,17/05/2010,CAPITAL & COUNTIES PROPERTIES PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,407.23"
361,30/12/2011,CENTAMIN PLC,,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET,No,"1,405.64"
362,27/10/1950,WITAN INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,399.81"
363,03/07/1952,MERCANTILE INVESTMENT TRUST (THE) PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,389.91"
364,15/10/2019,HELIOS TOWERS PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET,No,"1,385"
365,26/10/2012,SYNCONA LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,"1,380.42"
366,15/12/1993,WORKSPACE GROUP PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,372.77"
367,19/10/2018,SMITHSON INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,370.04"
368,11/11/1960,SIGNATURE AVIATION PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,365.64"
369,04/05/1955,CITY OF LONDON INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,359.33"
370,01/06/1960,CALEDONIA INVESTMENTS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,348.35"
371,14/03/2007,SAFESTORE HOLDINGS PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,347.86"
372,20/11/2014,MICRO FOCUS INTERNATIONAL PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,"1,336.23"
373,01/09/2006,WH SMITH PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"1,312.84"
374,19/05/2008,DOMINO'S PIZZA GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,"1,312.73"
375,07/03/1969,BARLOWORLD LD,,Industrials,Industrial Goods and Services,South Africa,Africa,MAIN MARKET,Yes,"1,293.70"
376,04/10/2017,API GROUP CORPORATION,,Financials,Financial Services,British Virgin Islands,North America,MAIN MARKET,Yes,"1,288.02"
377,17/03/2014,PETS AT HOME GROUP PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,"1,287"
378,12/02/2016,COUNTRYSIDE PROPERTIES PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"1,282.50"
379,15/07/1959,DAEJAN HOLDINGS PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,"1,274.30"
380,07/12/2018,AJ BELL PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,"1,272.45"
381,13/07/1955,SPIRENT COMMUNICATIONS PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET,No,"1,272.42"
382,17/05/1994,REDROW PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"1,266.12"
383,06/09/1974,GRAFTON GROUP PLC,,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET,Yes,"1,262.81"
384,11/11/2003,RWS HOLDINGS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,"1,261.74"
385,25/06/2009,GLOBALDATA PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,"1,257.91"
386,09/12/1997,VISTRY GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET,No,"1,254.20"
387,16/03/2009,LANCASHIRE HOLDINGS LIMITED,,Financials,Insurance,Bermuda,North America,MAIN MARKET,Yes,"1,253.05"
388,15/10/2013,ROYAL MAIL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,252"
389,29/09/1997,AGGREKO PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,"1,248.37"
390,12/10/2015,HASTINGS GROUP HOLDINGS PLC,,Financials,Insurance,United Kingdom,Europe,MAIN MARKET,No,"1,220.01"
